1.675894189510708510e-02 2.252924278781495010e-02 3.028632617555051393e-02 1.845271269194586421e+04 7.354287294581185961e+03
3.457375859308576410e-02 4.071426464931796052e-02 4.794536126211651483e-02 1.628443785178509461e+04 8.634817096913639034e+03
4.783508998778657206e-02 5.646074382908868733e-02 6.664178105545323638e-02 1.496000065067559262e+04 5.962274736993590523e+03
6.679540621789992194e-02 7.865866938782493933e-02 9.262891896606353925e-02 1.489907564347835432e+04 5.365864440896170890e+03
9.252233732292242108e-02 1.090803683255494455e-01 1.286016663468970700e-01 1.167463006326376490e+04 6.247747933833717070e+03
1.286016662821757306e-01 1.516165451315671930e-01 1.787502248003037530e-01 1.197562523494833840e+04 4.516256175569984407e+03
1.787502246265046946e-01 2.107398162808199749e-01 2.484543460511464408e-01 1.051859273801593554e+04 3.584577809863883431e+03
2.484543455844361315e-01 2.929183633217440907e-01 3.453397740710078545e-01 7.825089159775976441e+03 2.978308399663947966e+03
3.453397728177299286e-01 4.071426530006211908e-01 4.800059331129373219e-01 5.842688167478356263e+03 2.104229378205751800e+03
4.800059297474540410e-01 5.659090103322338416e-01 6.671855244448821054e-01 4.555826735971262679e+03 1.702344965254069393e+03
6.679540836355043476e-01 7.865867408038998976e-01 9.262892704255552001e-01 2.999290762913151411e+03 1.162783717470311785e+03
9.252234299137336304e-01 1.090803808399579911e+00 1.286016879760564890e+00 2.248806930693986942e+03 9.213667653833041413e+02
1.286016879760564890e+00 1.516165787370692408e+00 1.787502738860926144e+00 1.373778774565224694e+03 6.403201574713432365e+02
