1.000000000000000000e+00 -7.244460136654204518e+00 7.305705284527642895e+00 -1.383519359115088276e+00 2.124400559173304781e-01 5.422412838015235881e-01 4.744210088650603896e-01
1.000000000000000000e+00 -3.861752895710647504e+00 1.209218565934792322e-01 -6.457721391085168960e+00 -8.142555795424871734e-01 -2.090337208458065976e-01 -1.731260123347164448e-01
1.000000000000000000e+00 -9.456135811002122082e+00 -9.533304228143226311e+00 -2.295593068729732400e-01 -1.657945182443418264e-01 -6.712840946923982477e-01 -5.997172384732167849e-01
1.000000000000000000e+00 9.070146929907151323e-01 7.958170377002343088e+00 1.729857863050038524e+00 5.272349146581246648e-01 -4.836021567139506816e-01 2.890756184709363241e-01
1.000000000000000000e+00 -4.332473069782396102e+00 3.038960432180733306e+00 7.361514029124414549e+00 5.993878982148959089e-01 -5.780004884350092853e-01 -5.412669130838673182e-01
1.000000000000000000e+00 -1.688980951757807603e+00 -5.958823478378216798e+00 7.759816816164196496e+00 2.071030953575365430e-01 -8.225759426083669723e-01 8.364858671983186333e-01
1.000000000000000000e+00 6.171382637663579196e+00 -1.999911700990683494e+00 2.097850113460404842e+00 1.886684403016654521e+00 -4.194383852099612398e-01 7.012073174441624257e-01
1.000000000000000000e+00 1.354226163964211160e+01 1.243089812991089538e+01 4.158885248652110178e+00 1.751922802077791608e-01 8.093194623227744078e-01 -2.533614588530288536e-01
1.000000000000000000e+00 -3.072349099132356542e+00 -4.305657704362985783e+00 2.968834605224806023e+00 1.231258213686897252e+00 -3.977314220191620620e-01 -7.120883751574136333e-01
1.000000000000000000e+00 1.094387826729001922e+01 -8.019788369197533129e+00 -8.897873610307799552e+00 -8.839886216940116004e-01 -2.738536925248646892e-01 2.904901170024873358e-01
1.000000000000000000e+00 -9.134223907647004426e-01 -2.722343804775183784e+00 8.307697737738976018e-01 7.027054349298713642e-01 6.946543046150470690e-01 -8.448274286372775554e-01
1.000000000000000000e+00 -2.448299741444622146e+00 6.986804442399558113e+00 -5.922285704587780586e+00 9.271613885805021216e-01 1.137876497952422072e+00 1.046639139640728411e+00
1.000000000000000000e+00 -7.190734442592352504e-01 1.293069997406477079e+01 6.724540960024390834e+00 1.580057347466306550e-01 -7.439870480747128312e-01 4.410037910242523562e-01
1.000000000000000000e+00 6.229310203130219215e+00 2.356404511675739499e+00 -4.405382657168437355e+00 1.239358186825264330e+00 -3.499978792437086206e-02 -1.668738866879969418e+00
1.000000000000000000e+00 2.627738329734453426e+00 8.317120580719899792e+00 -2.218938782590454739e+00 -1.370049030714838745e+00 1.453605047645440962e+00 2.817652713959083455e-01
1.000000000000000000e+00 -8.443740904920035817e+00 -3.704077553256028388e+00 2.579519979524518725e+00 -2.392336620313517959e-01 -6.210454883633342860e-01 -4.844961641474683223e-01
1.000000000000000000e+00 -2.898325755902311229e+00 -5.195329143924917403e+00 6.757080314046025826e+00 1.519392315134905636e-01 8.379399965129564753e-01 -1.232177891129871528e+00
1.000000000000000000e+00 -5.397024782024131717e+00 -4.567761387039928067e+00 3.190665270109644402e-01 -2.380819940866886197e-01 -1.031151285751033875e+00 1.715621581443566690e+00
1.000000000000000000e+00 -3.306058560396277102e+00 4.306486170140246372e+00 3.753332247376933939e+00 -2.867401949113845272e-01 -9.162865924333842838e-01 1.723057926386526884e+00
1.000000000000000000e+00 8.389475179132588778e+00 -9.503450748209921528e+00 -5.243613816150769935e+00 -4.462443714600247135e-01 6.921622692948642408e-01 6.569719636728760769e-03
1.000000000000000000e+00 2.406450598868318913e+00 -4.715958548879260803e+00 5.111728206388965745e-01 1.750258793862691897e+00 -8.813394221899732983e-01 3.100178296892677765e-01
1.000000000000000000e+00 7.617518563298644629e+00 -6.282052011311309414e+00 -9.138976385596759400e+00 1.080284748434550135e+00 2.459046717892280015e-04 -3.431918680598879945e-01
1.000000000000000000e+00 3.618250226674232017e+00 -9.898021219592557651e-01 -5.377788349364173826e+00 2.714095841787354108e-02 -1.202479148536450104e+00 -6.690113001562556505e-01
1.000000000000000000e+00 1.973543983348537145e-02 5.948443234413464786e+00 -1.588308247254726746e+00 -2.944599735470901716e-02 1.229800235496834260e+00 -1.470483479612615163e+00
1.000000000000000000e+00 -1.338947941662559415e+01 -8.921739733515821058e-01 2.056753565227476876e+00 -5.151734447792322147e-01 -7.403905288436726240e-01 1.036580191093867453e+00
1.000000000000000000e+00 -2.797399032845474753e+00 7.483391042044564401e+00 1.842182712988230442e+00 -3.932211372579775266e-01 8.098119431904281518e-01 -1.583524773899710247e+00
1.000000000000000000e+00 7.706792334889598806e+00 -2.598928071718818789e+00 4.870083722949095417e+00 -8.914307351354412712e-02 1.780403761897110249e-01 1.076398940850630703e+00
1.000000000000000000e+00 5.149022940452950614e+00 -7.155191997149001004e+00 -1.521097681692751102e+01 -7.221890974136208063e-01 -4.217869972884900065e-01 -3.789249721852545605e-01
1.000000000000000000e+00 2.780420805147788776e+00 -5.113797979630477109e+00 -2.501582749750697054e+00 6.837918962284124103e-01 -1.733371292778499884e+00 -9.689924583123749047e-01
1.000000000000000000e+00 1.397957418690879372e+01 -5.262813849826125656e-01 3.565221071762597060e-01 -2.091172840120849585e-01 1.130847067927382321e+00 1.008629635227022314e+00
1.000000000000000000e+00 9.745630178234330199e-01 -1.118582770511116564e+01 5.024863310780207648e+00 7.993033077166206146e-02 1.783296639830207475e-01 -1.913886575320749017e-01
1.000000000000000000e+00 -1.904232992625164211e+00 2.152744820217687760e+00 -4.957202469147475199e+00 -3.050857539714871280e-01 6.481137622695589684e-01 -1.324563923221619977e+00
1.000000000000000000e+00 1.342790246773391694e+01 -1.036566448028359311e+01 2.840240164060666928e+00 -1.989398266492821143e-01 -8.498803606645309872e-01 -6.312192264300160206e-03
1.000000000000000000e+00 6.122314573531428827e+00 -1.124043420437753904e-01 3.048316352828909448e+00 1.117049572142714275e+00 -2.229606983099008399e-01 -1.697530724696814319e+00
1.000000000000000000e+00 -3.269955365006244730e+00 -4.679460040992908354e+00 -7.201668235849838950e+00 5.937433456333338633e-01 -8.385506081157184655e-01 4.601783389414135228e-01
1.000000000000000000e+00 9.862989344147697679e+00 1.943627658479507581e-01 5.761783931742289866e+00 4.397344918476059905e-01 1.857715563102291800e-01 1.985281283851340339e-01
1.000000000000000000e+00 6.094020259766755210e+00 -1.271878691939145511e+01 -1.178951614125701042e+00 -1.143281212697941251e+00 1.377633877634601989e-01 -1.131651732137325950e-01
1.000000000000000000e+00 6.288863824222563181e+00 -7.200832632320312676e+00 -1.140415803198529510e+01 -3.776019713189277538e-01 -7.117270417685077621e-01 8.346345219202542243e-01
1.000000000000000000e+00 3.500000245956281120e+00 -8.462737800192781989e+00 -3.538352439607772015e-01 -2.197015591629086495e-01 -4.680852631378966677e-01 -1.505297277146084856e+00
1.000000000000000000e+00 5.384861647273730512e+00 2.878115993340139678e+00 -1.367831021778815659e+00 -9.918051152948087479e-01 2.495616605429133161e-01 -1.684185530111032836e-01
1.000000000000000000e+00 -1.191745036761691878e+01 -6.172654937339323133e+00 -1.030812213690733170e+00 -7.951392201569140727e-01 -9.498363285758166796e-01 3.804395209927720345e-02
1.000000000000000000e+00 8.112814213174718292e-01 9.855651177977967636e-01 -5.938463192494866094e-01 5.915094003443801540e-01 1.485373490837746502e+00 -2.303203354046761131e+00
1.000000000000000000e+00 -1.182766216946054172e+01 1.086537507017158788e+00 9.591169657963156681e+00 -6.973643303577351515e-01 4.309581597548735321e-02 -7.279522603423349558e-02
1.000000000000000000e+00 -6.280897673532034986e+00 -9.293973980545862101e-01 2.335477413283172599e+00 -1.384565944585108621e+00 -5.242262343834186433e-01 6.361026850964554002e-01
